,0
2139,150.0
2140,250.0
2141,250.0
2142,100.0
2143,200.0
2144,400.0
2145,350.0
2146,350.0
2147,600.0
2148,400.0
2149,250.0
2150,250.0
2151,300.0
2152,450.0
2153,300.0
2154,200.0
2155,200.0
2156,550.0
2157,350.0
2158,250.0
2159,350.0
2160,250.0
2161,550.0
2162,600.0
2163,250.0
2164,300.0
2165,450.0
2166,250.0
2167,250.0
2168,200.0
2169,250.0
2170,100.0
2171,150.0
2172,200.0
2173,400.0
2174,100.0
2175,450.0
2176,450.0
2177,350.0
2178,200.0
2179,50.0
2180,200.0
2181,150.0
2182,300.0
2183,100.0
2184,300.0
2185,250.0
2186,550.0
2187,200.0
2188,350.0
2189,250.0
2190,250.0
2191,200.0
2192,500.0
2193,350.0
2194,400.0
2195,350.0
2196,200.0
2197,450.0
2198,350.0
2199,200.0
2200,200.0
2201,200.0
2202,250.0
2203,250.0
2204,350.0
2205,150.0
2206,250.0
2207,200.0
2208,200.0
2209,400.0
2210,650.0
2211,250.0
2212,150.0
2213,200.0
2214,200.0
2215,200.0
2216,200.0
2217,300.0
2218,200.0
2219,500.0
2220,350.0
2221,400.0
2222,100.0
2223,150.0
2224,750.0
2225,200.0
2226,250.0
2227,550.0
2228,600.0
2229,300.0
2230,100.0
2231,600.0
2232,100.0
2233,200.0
2234,500.0
2235,350.0
2236,200.0
2237,200.0
2238,100.0
2239,400.0
2240,150.0
2241,250.0
2242,350.0
2243,450.0
2244,150.0
2245,100.0
2246,750.0
2247,300.0
2248,350.0
2249,450.0
2250,150.0
2251,450.0
2252,150.0
2253,100.0
2254,300.0
2255,350.0
2256,500.0
2257,650.0
2258,300.0
2259,250.0
2260,250.0
2261,300.0
2262,350.0
2263,200.0
2264,200.0
2265,250.0
2266,150.0
2267,350.0
2268,150.0
2269,150.0
2270,200.0
2271,400.0
2272,250.0
2273,100.0
2274,200.0
2275,350.0
2276,250.0
2277,250.0
2278,450.0
2279,400.0
2280,450.0
2281,100.0
2282,650.0
2283,100.0
2284,200.0
2285,300.0
2286,150.0
2287,200.0
2288,150.0
2289,200.0
2290,250.0
2291,400.0
2292,500.0
2293,250.0
2294,450.0
2295,300.0
2296,250.0
2297,400.0
2298,300.0
2299,300.0
2300,600.0
2301,400.0
2302,600.0
2303,250.0
2304,300.0
2305,250.0
2306,200.0
2307,500.0
2308,450.0
2309,150.0
2310,150.0
2311,250.0
2312,600.0
2313,300.0
2314,100.0
2315,150.0
2316,200.0
2317,150.0
2318,200.0
2319,300.0
2320,400.0
2321,200.0
2322,300.0
2323,500.0
2324,650.0
2325,550.0
2326,150.0
2327,450.0
2328,200.0
2329,400.0
2330,200.0
2331,300.0
2332,200.0
2333,350.0
2334,450.0
2335,200.0
2336,300.0
2337,150.0
2338,300.0
2339,300.0
2340,300.0
2341,250.0
2342,200.0
2343,300.0
2344,250.0
2345,400.0
2346,100.0
2347,250.0
2348,150.0
2349,50.0
2350,150.0
2351,200.0
2352,550.0
2353,300.0
2354,250.0
2355,250.0
2356,600.0
2357,400.0
2358,300.0
2359,150.0
2360,150.0
2361,250.0
2362,200.0
2363,150.0
2364,600.0
2365,200.0
2366,350.0
2367,450.0
2368,150.0
2369,450.0
2370,500.0
2371,450.0
2372,600.0
2373,250.0
2374,200.0
2375,250.0
2376,450.0
2377,450.0
2378,350.0
2379,350.0
2380,200.0
2381,150.0
2382,450.0
2383,250.0
2384,250.0
2385,150.0
2386,400.0
2387,250.0
2388,350.0
2389,300.0
2390,100.0
2391,450.0
2392,350.0
2393,100.0
2394,150.0
2395,100.0
2396,350.0
2397,350.0
2398,450.0
2399,350.0
2400,350.0
2401,200.0
2402,300.0
2403,200.0
2404,250.0
2405,450.0
2406,400.0
2407,250.0
2408,450.0
2409,250.0
2410,650.0
2411,100.0
2412,250.0
2413,500.0
2414,100.0
2415,300.0
2416,550.0
2417,150.0
2418,550.0
2419,150.0
2420,300.0
2421,350.0
2422,250.0
2423,200.0
2424,150.0
2425,350.0
2426,500.0
2427,600.0
2428,200.0
2429,400.0
2430,250.0
2431,100.0
2432,400.0
2433,350.0
2434,500.0
2435,400.0
2436,400.0
2437,350.0
2438,250.0
2439,450.0
2440,150.0
2441,450.0
2442,500.0
2443,100.0
2444,200.0
2445,150.0
2446,400.0
2447,1200.0
2448,300.0
2449,150.0
2450,100.0
2451,100.0
2452,300.0
2453,600.0
2454,100.0
2455,350.0
2456,300.0
2457,600.0
2458,600.0
2459,300.0
2460,100.0
2461,400.0
2462,200.0
2463,350.0
2464,450.0
2465,100.0
2466,300.0
2467,150.0
2468,50.0
2469,350.0
2470,550.0
2471,200.0
2472,250.0
2473,100.0
2474,200.0
2475,300.0
2476,450.0
2477,200.0
2478,550.0
2479,400.0
2480,150.0
2481,400.0
2482,100.0
2483,250.0
2484,300.0
2485,200.0
2486,200.0
2487,300.0
2488,150.0
2489,350.0
2490,150.0
2491,250.0
2492,150.0
2493,300.0
2494,300.0
2495,250.0
2496,400.0
2497,350.0
2498,150.0
2499,150.0
2500,300.0
2501,200.0
2502,250.0
2503,100.0
2504,250.0
2505,250.0
2506,250.0
2507,300.0
2508,500.0
2509,100.0
2510,150.0
2511,500.0
2512,150.0
2513,250.0
2514,300.0
2515,200.0
2516,150.0
2517,400.0
2518,250.0
2519,550.0
2520,500.0
2521,100.0
2522,300.0
2523,250.0
2524,150.0
2525,450.0
2526,500.0
2527,150.0
2528,250.0
2529,350.0
2530,450.0
2531,700.0
2532,250.0
2533,250.0
2534,300.0
2535,400.0
2536,400.0
2537,550.0
2538,200.0
2539,100.0
2540,250.0
2541,150.0
2542,100.0
2543,200.0
2544,50.0
2545,450.0
2546,150.0
2547,450.0
2548,250.0
2549,400.0
2550,150.0
2551,300.0
2552,100.0
2553,500.0
2554,250.0
2555,350.0
2556,250.0
2557,200.0
2558,450.0
2559,350.0
2560,300.0
2561,650.0
2562,150.0
2563,300.0
2564,300.0
2565,150.0
2566,150.0
2567,500.0
2568,250.0
2569,200.0
2570,350.0
2571,200.0
2572,400.0
2573,300.0
2574,250.0
2575,450.0
2576,200.0
2577,200.0
2578,300.0
2579,500.0
2580,350.0
2581,250.0
2582,150.0
2583,350.0
2584,400.0
2585,400.0
2586,150.0
2587,300.0
2588,250.0
2589,200.0
2590,150.0
2591,200.0
2592,150.0
2593,350.0
2594,800.0
2595,300.0
2596,500.0
2597,350.0
2598,250.0
2599,250.0
2600,200.0
2601,350.0
2602,300.0
2603,500.0
2604,150.0
2605,200.0
2606,400.0
2607,100.0
2608,850.0
2609,150.0
2610,100.0
2611,550.0
2612,100.0
2613,500.0
2614,350.0
2615,150.0
2616,100.0
2617,550.0
2618,350.0
2619,300.0
2620,250.0
2621,300.0
2622,250.0
2623,250.0
2624,550.0
2625,150.0
2626,400.0
2627,100.0
2628,400.0
2629,200.0
2630,450.0
2631,250.0
2632,1200.0
2633,300.0
2634,500.0
2635,200.0
2636,50.0
2637,200.0
2638,600.0
2639,250.0
2640,100.0
2641,200.0
2642,500.0
2643,250.0
2644,400.0
2645,250.0
2646,250.0
2647,250.0
2648,250.0
2649,400.0
2650,600.0
2651,300.0
2652,500.0
2653,350.0
2654,200.0
2655,200.0
2656,500.0
2657,400.0
2658,200.0
2659,400.0
2660,200.0
2661,650.0
2662,350.0
2663,350.0
2664,450.0
2665,350.0
2666,250.0
2667,150.0
2668,250.0
2669,400.0
2670,150.0
2671,250.0
2672,400.0
2673,400.0
2674,700.0
2675,200.0
2676,350.0
2677,150.0
2678,200.0
2679,400.0
2680,400.0
2681,400.0
2682,250.0
2683,250.0
2684,400.0
2685,600.0
2686,500.0
2687,350.0
2688,200.0
2689,400.0
2690,600.0
2691,100.0
2692,100.0
2693,450.0
2694,200.0
2695,250.0
2696,450.0
2697,450.0
2698,200.0
2699,350.0
2700,500.0
2701,750.0
2702,150.0
2703,300.0
2704,400.0
2705,400.0
2706,400.0
2707,100.0
2708,450.0
2709,350.0
2710,400.0
2711,450.0
2712,150.0
2713,300.0
2714,100.0
2715,400.0
2716,100.0
2717,250.0
2718,300.0
2719,150.0
2720,300.0
2721,250.0
2722,400.0
2723,550.0
2724,200.0
2725,300.0
2726,200.0
2727,200.0
2728,400.0
2729,400.0
2730,250.0
2731,300.0
2732,350.0
2733,350.0
2734,250.0
2735,200.0
2736,350.0
2737,200.0
2738,250.0
2739,200.0
2740,200.0
2741,450.0
2742,550.0
2743,250.0
2744,400.0
